Name,Address,Phone,Email,Website,Rating,Review Count
Home Center Valor Konan,"Nishimachi-70 Takayachō, Konan, Aichi 483-8066, Japan",0587-53-2483,N/A,https://stores.homecentervalor.co.jp/detail/8,3.4,585
Home Center Valor Kozoji,"Japan, 〒487-0024 Aichi, Kasugai, Ōdomechō, 4-chōme−６−３",0568-52-2577,N/A,https://stores.homecentervalor.co.jp/detail/63,3.8,918
Kohnan Pro,"5-15 Rokuchōnome Higashimachi, Wakabayashi Ward, Sendai, Miyagi 984-0004, Japan",022-390-6006,N/A,https://map.hc-kohnan.com/shop/431,3.8,578
Kohnan Pro,"Nagakuki-3番地2 Matsumori, Izumi Ward, Sendai, Miyagi 981-3111, Japan",022-771-5885,N/A,https://map.hc-kohnan.com/shop/433?utm_source=google&utm_medium=maps&utm_campaign=gmb,3.7,412
Kohnan PRO,"2-chōme-15-26 Yawata, Tagajo City, Miyagi 985-0874, Japan",022-361-7616,N/A,https://map.hc-kohnan.com/shop/446,3.7,371
コーナンPRO中田店,"5-chōme-17-1 Nakada, Taihaku Ward, Sendai, Miyagi 981-1104, Japan",022-306-5725,N/A,https://map.hc-kohnan.com/shop/642,4,47
Hodaka Sendai Takasago,"1-chōme-1-52 Fukumuro, Miyagino Ward, Sendai, Miyagi 983-0005, Japan",022-387-1888,N/A,https://www.dcm-hc.co.jp/shop/detail/03_4581.html?utm_source=google&utm_medium=maps,4.1,149
Daiyu 8,"Japan, 〒982-0251 Miyagi, Sendai, Taihaku Ward, Moniwa, 1-chōme−２ ２番地",022-302-5437,N/A,https://www.daiyu8.co.jp/tenpo/197.html?utm_source=google&utm_medium=maps,3.6,815
PRO SHOP HODAKA,"Sengarita-535-1 Kamiyouden, Natori, Miyagi 981-1222, Japan",022-382-8231,N/A,https://www.dcm-hc.co.jp/shop/detail/03_4573.html?utm_source=google&utm_medium=maps,4,484
エイトプロ 岩沼店,"3-25 Kajibashi, Iwanuma, Miyagi 989-2472, Japan",0223-23-0960,N/A,https://www.daiyu8.co.jp/eightpro/tenpo/453.html?utm_source=google&utm_medium=maps&utm_campaign=ep_iwanuma,4.3,13
Nankodaikanamono Rokuchometen,"Japan, 〒984-0032 Miyagi, Sendai, Wakabayashi Ward, Arai, 5-chōme−１６−３",022-288-5050,N/A,http://www.nankoudai-kanamono.co.jp/company/,3.8,26
Sanyoko Gyo,"5-chōme-9-1 Ōgimachi, Miyagino Ward, Sendai, Miyagi 983-0034, Japan",022-232-5311,N/A,https://www.sanyo-industries.co.jp/company/location.html,3,3
Chomeigaokakanamonoten,"3-chōme-3-16 Chōmeigaoka, Izumi Ward, Sendai, Miyagi 981-3212, Japan",022-378-4175,N/A,http://www.nankoudai-kanamono.co.jp/company/,4,46
Nankodaikanamono Matsumoriten,"Sashimatsu-9-4 Matsumori, Izumi Ward, Sendai, Miyagi 981-3111, Japan",022-375-5530,N/A,http://www.nankoudai-kanamono.co.jp/,3.7,35
Nankodaikanamono Nankodai Honten,"1-chōme-1-9 Nankōdaiminami, Izumi Ward, Sendai, Miyagi 981-8002, Japan",022-251-0088,N/A,http://www.nankoudai-kanamono.co.jp/,4.3,59
加藤義永刃物店,"4-chōme-5-8 Ichibanchō, Aoba Ward, Sendai, Miyagi 980-0811, Japan",022-222-5346,N/A,N/A,4.5,49
Tomiya Hardware,"Japan, 〒981-3304 Miyagi, Tomiya, Hiyoridai, 1-chōme−４３−３",022-358-7676,N/A,http://www.nankoudai-kanamono.co.jp/tomiyakanamono/,3.8,6
㈱佐勘金物店,"Japan, 〒980-0871 Miyagi, Sendai, Aoba Ward, Hachiman, 5-chōme−2−８ リフレ佐勘",022-234-3361,N/A,https://www.sakan8man.com/,4,44
Natori Hardware,"Yokaranakahigashi-14-1 Takadatekumanodō, Natori, Miyagi 981-1241, Japan",022-386-3330,N/A,N/A,3.9,22
セゾンオクダ(奥田金物㈱本店 小売部),"1-chōme-6-15 Kokubunchō, Aoba Ward, Sendai, Miyagi 980-0803, Japan",022-221-5331,N/A,http://www.okuda-hardware.com/,3.9,14
㈱さかえ金物店,"1-chōme-16-35 Ochiai, Aoba Ward, Sendai, Miyagi 989-3126, Japan",022-392-2265,N/A,https://sakae-kanamono.com/,3.9,35
アーリーバード泉店,"Jingahara-53 Matsumori, Izumi Ward, Sendai, Miyagi 981-3111, Japan",022-371-4788,N/A,N/A,3.8,16
Hodaka Higashisenboku,"3-chōme-23-17 Senboku, Morioka, Iwate 020-0861, Japan",019-631-1115,N/A,https://www.dcm-hc.co.jp/shop/detail/03_4574.html?utm_source=google&utm_medium=maps,4.1,387
SUZUKI MORIHISA STUDIO Ltd.,"1-chōme-6-7 Minamiōdōri, Morioka, Iwate 020-0874, Japan",019-622-3809,N/A,http://www.suzukimorihisa.com/,4.9,17
コメリＰＲＯ盛岡津志田店,"1-chōme-12-50 Tsushidaminami, Morioka, Iwate 020-0839, Japan",019-613-7801,N/A,https://www.komeri.com/shop/storeSearch/storeDetail.aspx?id=4058,N/A,N/A
中忠鋸刃物店,"1-chōme-3-13 Minamiōdōri, Morioka, Iwate 020-0874, Japan",019-623-2545,N/A,N/A,4.5,17
㈲丸水工業,"242-2 Nago, Shizukuishi, Iwate District, Iwate 020-0556, Japan",019-692-5456,N/A,N/A,2.5,4
㈲細田金物 盛岡インター店,"Yokonagane-52-6 Kamikuriyagawa, Morioka, Iwate 020-0143, Japan",019-645-1122,N/A,http://www.hosoda-kanamono.com/,3.7,12
㈲木文商店,"22 Kamimachiminami, Shizukuishi, Iwate District, Iwate 020-0530, Japan",019-692-2010,N/A,https://www.big-advance.site/s/197/1448,3.7,10
㈱ヤナギハラ,"Dai 8 Chiwari-37 Ishidoriyachō Kōchi, Hanamaki, Iwate 028-3101, Japan",0198-45-2055,N/A,N/A,5,4
㈲斎藤商店,"Natsumagi-84-31 Kōma, Morioka, Iwate 028-4125, Japan",019-682-0301,N/A,N/A,3.4,7
Hosoda Hardware,"6-20 Shindenchō, Morioka, Iwate 020-0042, Japan",019-622-8220,N/A,http://www.hosoda-kanamono.com/,3.6,5
工藤設備,"Dai 32 Chiwari-277-1 Ōbuke, Hachimantai, Iwate 028-7111, Japan",0195-76-2483,N/A,N/A,3.5,6
村井金物店,"3-chōme-12-52 Minamiōdōri, Morioka, Iwate 020-0874, Japan",019-622-4580,N/A,N/A,4,1
㈲平出貢金物店,"3-chōme-2-3 Ōdōri, Morioka, Iwate 020-0022, Japan",019-624-5011,N/A,N/A,N/A,N/A
吉重 荒物雑貨店,"8-21 Tenjinchō, Morioka, Iwate 020-0881, Japan",019-622-9033,N/A,N/A,N/A,N/A
中屋五郎商店,"1-41 Mikodachō, Morioka, Iwate 020-0826, Japan",019-622-8375,N/A,N/A,2,1
泉金物産㈱ 水道事業部,"3-chōme-9-16 Ryūtsū Center Minami, Yahaba, Shiwa District, Iwate 020-0891, Japan",019-656-9095,N/A,N/A,N/A,N/A
はしもと商店,"Kōriyamaeki-204 Hizume, Shiwa, Shiwa District, Iwate 028-3305, Japan",019-672-2394,N/A,N/A,N/A,N/A
高村金物店,"73 Machiura, Shizukuishi, Iwate District, Iwate 020-0554, Japan",019-692-2120,N/A,N/A,N/A,N/A
Saito Hardware,"21-3 Kamimachihigashi, Shizukuishi, Iwate District, Iwate 020-0539, Japan",019-692-2329,N/A,N/A,5,1
中屋五郎商店,"32-3 Kamimachiminami, Shizukuishi, Iwate District, Iwate 020-0530, Japan",019-692-2332,N/A,N/A,4,1
Daiyu 8,"933-3 Nakadamachi, Yonezawa, Yamagata 992-0011, Japan",0238-36-0118,N/A,https://www.daiyu8.co.jp/tenpo/171.html?utm_source=google&utm_medium=maps,3.7,404
Daiyu 8 Nanyo,"Japan, 〒999-2261 Yamagata, Nanyō, Kamouda, 字清水上１４７０−１",0238-59-0140,N/A,https://www.daiyu8.co.jp/tenpo/123.html?utm_source=google&utm_medium=maps,3.3,265
Daiyu 8 Takahata,"660-2 Ainomori, Takahata, Higashiokitama District, Yamagata 992-0351, Japan",0238-51-0035,N/A,https://www.daiyu8.co.jp/tenpo/195.html?utm_source=google&utm_medium=maps,3.6,244
㈱日向屋商店,"13-8 Tatemachiminami, Nagai, Yamagata 993-0013, Japan",0238-84-1576,N/A,https://www.hyugaya.co.jp/,3.7,26
株式会社 大清 プロショップ東店,"3-chōme-8-22 Chūō, Yonezawa, Yamagata 992-0045, Japan",0238-23-8111,N/A,http://www.daysay.co.jp/,3.8,12
株式会社 大清 プロショップ西店,"4-chōme-1-6 Chūō, Yonezawa, Yamagata 992-0045, Japan",0238-23-8110,N/A,http://daysay.co.jp/,4,17
㈱尾形商店,"3-chōme-4-1 Montōmachi, Yonezawa, Yamagata 992-0039, Japan",0238-22-1217,N/A,N/A,3.1,7
荒井金物企業組合本社,"204-1 Natsumo, Takahata, Higashiokitama District, Yamagata 999-2172, Japan",0238-57-3170,N/A,N/A,3.4,28
小関又兵衛商店,"2790 Nakakomatsu, Kawanishi, Higashiokitama District, Yamagata 999-0122, Japan",0238-42-2207,N/A,http://samidare.jp/matabe/,4.1,7
刃物の店 太兵衛のこぎり,"4573 Kajimachi, Yonezawa, Yamagata 992-0014, Japan",0238-23-7662,N/A,N/A,4.8,9
ネットショップどうや 有限会社 銅屋,"3503 Kamikomatsu, Kawanishi, Higashiokitama District, Yamagata 999-0121, Japan",0238-46-2332,N/A,http://www.omn.ne.jp/~do/,4.9,10
㈱尾形商店 中田営業所,"751-7 Nakadamachi, Yonezawa, Yamagata 992-0011, Japan",0238-37-2631,N/A,N/A,3.3,3
Nabe-ya,"1-chōme-10-15 Tōkamachi, Nagai, Yamagata 993-0086, Japan",0238-88-2577,N/A,N/A,4.6,7
足立金物店,"3-chōme-9-27 Chūō, Yonezawa, Yamagata 992-0045, Japan",0238-23-1340,N/A,N/A,4.7,3
㈲鈴木設備工業,"233-1 Sekine, Nanyō, Yamagata 999-2255, Japan",0238-43-5217,N/A,N/A,4.3,3
南陽市上下水道工業協同組合,"605-1 Wakasagōya, Nanyō, Yamagata 999-2262, Japan",0238-40-3820,N/A,http://nan-sui.dazoo.ne.jp/,3,1
㈱喜助 長井営業所,"667-3 Izumi, Nagai, Yamagata 993-0031, Japan",0238-84-2028,N/A,https://satoh-kisuke.co.jp/,3,1
㈱長谷部本店 レスト,"819-1 Narita, Nagai, Yamagata 993-0075, Japan",0238-84-7378,N/A,N/A,5,1
石井商店,"3-chōme-6-10 Matsugasaki, Yonezawa, Yamagata 992-0053, Japan",0238-23-3029,N/A,N/A,N/A,N/A
かまや金物店,"2-chōme-5-11 Kōyachō, Nagai, Yamagata 993-0085, Japan",0238-88-2277,N/A,N/A,4,2
Kohnan Pro Jonan Katae,"5-chōme-51-51番15号 Katae, Jonan Ward, Fukuoka, 814-0142, Japan",092-872-5715,N/A,https://map.hc-kohnan.com/shop/623?utm_source=google&utm_medium=maps&utm_campaign=gmb,4.1,103
Kohnan Pro Nakagawa,"2-chōme-62-番地 Matsunoki, Nakagawa, Fukuoka 811-1251, Japan",092-953-5701,N/A,https://map.hc-kohnan.com/shop/615,4,151
Konan PRO Fukuokashinguten,"999-1 Mishiro, Shingu, Kasuya District, Fukuoka 811-0111, Japan",092-940-5023,N/A,https://map.hc-kohnan.com/shop/448?utm_source=google&utm_medium=maps&utm_campaign=gmb,4.2,54
コーナンPRO太宰府店,"5 Chome-13 Ozano, Dazaifu, Fukuoka 818-0134, Japan",092-917-5700,N/A,https://map.hc-kohnan.com/shop/658,4.4,12
株式会社はら金物店,"1-chōme-2-18 Keyagō, Minami Ward, Fukuoka, 811-1324, Japan",092-571-6422,N/A,https://www.hara-hws.co.jp/,4.2,62
刃物の店 豊勝,"2-chōme-8-218 Tenjin, Chuo Ward, Fukuoka, 810-0001, Japan",092-741-1959,N/A,http://www.shintencho.or.jp/toyokatsu/index.html,4,45
村山金物,"2-chōme-13-9 Chiyo, Hakata Ward, Fukuoka, 812-0044, Japan",092-641-0561,N/A,http://www.k-murayama.co.jp/,4.5,26
金物屋リキ福岡春日店,"1-28 Miharugaoka, Nakagawa, Fukuoka 811-1216, Japan",092-954-0917,N/A,https://www.riki.co.jp/kasuga.html,3.9,15
福設サービス(株) 福岡支店,"1042-1 Taniyama, Koga, Fukuoka 811-3125, Japan",092-942-7851,N/A,http://www.fss-24.com/,2.5,4
株式会社 仲西,"7-chōme-6-4 Yoshizuka, Hakata Ward, Fukuoka, 812-0041, Japan",092-612-6415,N/A,http://nakanishi-fukuoka.com/,3,9
Yamadaya,"2-chōme-10-7 Mikasagawa, Onojo, Fukuoka 816-0912, Japan",092-504-0575,N/A,N/A,4.1,7
（有）姫路屋建材,"1-chōme-9-10 Imanoshō, Koga, Fukuoka 811-3117, Japan",092-942-5628,N/A,http://www.himejiya.com/,4.4,12
寿美アート工業株式会社,"1-chōme-2-8 Matsuda, Higashi Ward, Fukuoka, 812-0064, Japan",092-611-1153,N/A,https://sumiart.co.jp/,4.3,3
（有）岡部金物建材店,"4-chōme-2-20 Minamigaoka, Onojo, Fukuoka 816-0964, Japan",092-596-3037,N/A,N/A,4.5,12
（有）かすが機工商会,"3-chōme-114 Momijigaokanishi, Kasuga, Fukuoka 816-0832, Japan",092-501-2871,N/A,https://kasugakiko.co.jp/,4.3,12
（株）こが金物,"3-chōme-1-10 Chūō, Koga, Fukuoka 811-3103, Japan",092-942-6631,N/A,N/A,4.2,13
（有）ヨシタケ金物,"1-chōme-1-12 Otoganahigashi, Onojo, Fukuoka 816-0901, Japan",092-504-3711,N/A,https://yoshitake-kanamono.jp/,3.2,5
福一刃物店,"1-chōme-6-11 Tōjinmachi, Chuo Ward, Fukuoka, 810-0063, Japan",092-741-4324,N/A,N/A,4.5,12
Tomoike hardware,"3-chōme-12-15 Maebaruekiminami, Itoshima, Fukuoka 819-1138, Japan",092-322-1123,N/A,N/A,4,8
（有）村田金物,"2-chōme-140 Tenjinyama, Kasuga, Fukuoka 816-0855, Japan",092-591-1196,N/A,N/A,5,2
ホームセンターテヅカ,"7-20 Uonomachi, Nagasaki, 850-0874, Japan",095-828-0580,N/A,N/A,4,1
（株）テヅカ 金物総合卸,"2-chōme-11-1 Sakai, Nagasaki, 851-0122, Japan",095-837-1111,N/A,https://www.n-tzk.com/,4,3
(株)藤田金物,"10-31 Hiranomachi, Nagasaki, 852-8117, Japan",095-844-0229,N/A,N/A,2.1,9
(有)阿波屋金物店,"3-4 Furukawamachi, Nagasaki, 850-0851, Japan",095-821-2629,N/A,https://awa8kanamonoten.on.omisenomikata.jp/,4.4,10
（株）岩永金物店,"Japan, 〒850-0852 Nagasaki, Yorozuyamachi, 2−２ リバーサイド岩永",095-821-0797,N/A,https://www.iwanaga-kanamono.com/,4.2,9
(有)白井金物,"11-6 Nodagō, Togitsu, Nishisonogi District, Nagasaki 851-2104, Japan",095-882-6033,N/A,N/A,3.5,14
大久保金物(株),"Japan, 〒850-0057 Nagasaki, Daikokumachi, 9−２２ 大久保大黒町ビル",095-821-3018,N/A,http://www.okubo-kanamono.com/,3.8,10
(有)吉原金物,"469-2 Honmachi, Ōmura, Nagasaki 856-0832, Japan",0957-52-2361,N/A,N/A,4.2,10
(有)マルキンカナモノ,"2-8 Uonomachi, Nagasaki, 850-0874, Japan",095-821-6462,N/A,N/A,3.9,11
山口善弥・刃物製作所,"3604 Kayakimachi, Nagasaki, 851-0401, Japan",095-892-0069,N/A,N/A,5,5
丸松金物店,"1140-8 Urerigō, Nagayo, Nishisonogi District, Nagasaki 851-2128, Japan",095-883-7366,N/A,N/A,4.5,4
増崎金物店,"3-42 Yoriaimachi, Nagasaki, 850-0903, Japan",095-822-5675,N/A,N/A,4.3,3
田中金物店,"7-14 Matsuyamamachi, Nagasaki, 852-8118, Japan",095-844-1020,N/A,N/A,5,2
マツオカナモノ,"Japan, 〒850-0835 Nagasaki, Sakuragimachi, 3−３１ 松尾金物ビル",095-822-0641,N/A,N/A,4.8,5
ハンズすがわら,"21-25 Shiromimachi, Isahaya, Nagasaki 854-0005, Japan",0957-23-2202,N/A,N/A,N/A,N/A
吉岡商店 【雑貨・鍵・金物】,"8-32 Eishō Higashimachi, Isahaya, Nagasaki 854-0071, Japan",0957-22-0437,N/A,https://ja-jp.facebook.com/yoshiokashoten,4.1,8
(有)白井金物,"2987-1 Kinkaitonemachi, Nagasaki, 851-3103, Japan",095-884-3558,N/A,N/A,4.8,5
Sugawara,"7-10 Fukudamachi, Isahaya, Nagasaki 854-0001, Japan",0957-24-5111,N/A,N/A,4,5
松尾金物店,"Japan, 〒850-0954 Nagasaki, Shintomachi, 3-chōme−24−７ 松尾ビル",095-878-0877,N/A,N/A,N/A,N/A
テヅカカナモノ,"6-8 Suwamachi, Nagasaki, 850-0873, Japan",095-824-2131,N/A,N/A,4.3,3
Kohnan Pro Kashima,"1824番地1 Namazu, Kashima, Kamimashiki District, Kumamoto 861-3101, Japan",096-237-5760,N/A,https://map.hc-kohnan.com/shop/603?utm_source=google&utm_medium=maps&utm_campaign=gmb,3.9,73
ウエダ金物,"3-chōme-1-1 Nuyamazu, Higashi Ward, Kumamoto, 861-2102, Japan",096-367-1044,N/A,http://www.uedakanamono.co.jp/,3.6,53
Masunaga,"2-chōme-7-8 Egoe, Minami Ward, Kumamoto, 860-0834, Japan",N/A,N/A,https://msng.jp/,4.4,51
（有）坂本金物店,"1-chōme-2-20 Izumi, Chuo Ward, Kumamoto, 862-0941, Japan",096-366-3236,N/A,https://sakamoto-kanamono.com/,3.7,6
Kaneyoshi Musashi,"9-chōme-1-15 Tatsuda, Kita Ward, Kumamoto, 861-8006, Japan",096-338-6630,N/A,N/A,3.5,16
Shinsho,"1-chōme-11-42 Hotakubo, Chuo Ward, Kumamoto, 862-0926, Japan",096-383-4956,N/A,https://www.shinsyou.biz/,4,3
Kaneshin,"2-chōme-21-31 Chikami, Minami Ward, Kumamoto, 861-4101, Japan",096-322-6373,N/A,http://hiyoshi-skk.com/mise/kaneshin.html,3.9,15
Sueyoshi,"1524-5 Miyoshi, Koshi, Kumamoto 861-1104, Japan",096-242-0081,N/A,N/A,4.8,8
（資）吉岡建材店,"3-chōme-10-24 Suizenji, Chuo Ward, Kumamoto, 862-0950, Japan",096-383-0932,N/A,N/A,3.8,19
丸山商店,"122 Takigawa, Mifune, Kamimashiki District, Kumamoto 861-3205, Japan",096-282-0561,N/A,N/A,3.6,11
（株）ヒロナガ（金物）本社,"4-12 Minamitsuboimachi, Chuo Ward, Kumamoto, 860-0848, Japan",096-325-1411,N/A,N/A,4.3,4
（株）竹屋金物店 北部営業所,"3-chōme-2-20 Hida, Kita Ward, Kumamoto, 861-5514, Japan",096-343-4704,N/A,N/A,3.9,7
ニシスイ商事部,"835-2 Komushiro, Misato, Shimomashiki District, Kumamoto 861-4411, Japan",0964-46-3887,N/A,https://www.nishisui.co.jp/company/,4.2,9
（資）森本金物店,"3-chōme-13-4 Shinyashiki, Chuo Ward, Kumamoto, 862-0975, Japan",096-366-5194,N/A,N/A,4.5,2
（有）マコト金物工機,"6-chōme-10-20 Toshimanishi, Higashi Ward, Kumamoto, 861-8043, Japan",096-365-7800,N/A,N/A,4,3
（資）田川金物店 サッシ部,"297 Akimaru, Tamana, Kumamoto 865-0026, Japan",0968-74-2176,N/A,N/A,3.3,3
斉藤金物店,"1306-4 Ōzu, Ozu, Kikuchi District, Kumamoto 869-1233, Japan",096-293-2002,N/A,N/A,2.8,4
Home Center Awaya,"48 Waifu, Kikuchi, Kumamoto 861-1331, Japan",0968-25-2412,N/A,https://sites.google.com/luckit.jp/awaya/home,3,2
（株）サンクック,"3-chōme-40-13 Suizenji, Chuo Ward, Kumamoto, 862-0950, Japan",096-383-4691,N/A,http://www.suncook.net/,N/A,N/A
（株）ヒロナガ（金物）北部営業所,"33-12 Kitazakomachi, Kita Ward, Kumamoto, 861-5531, Japan",096-245-0500,N/A,N/A,4,2
（有）金満金物店,"2-chōme-11-20 Kamoike, Kagoshima, 890-0063, Japan",099-256-1234,N/A,http://three-bell.jp/,4.3,19
（有）コバ金物店,"2-chōme-35-21 Tagami, Kagoshima, 890-0034, Japan",099-256-4034,N/A,N/A,4.5,22
黒田金物店,"3-1 Meizanchō, Kagoshima, 892-0821, Japan",099-225-2355,N/A,N/A,3.5,15
（有）高田刃物工具,"6-5 Ogawachō, Kagoshima, 892-0817, Japan",099-223-9031,N/A,N/A,4,5
㈲丸富商会,"3882-7 Kajikichō Kida, Aira, Kagoshima 899-5241, Japan",0995-63-0347,N/A,http://marutomi-ltd.com/,4,3
山崎工業,"933 Chūzanchō, Kagoshima, 891-0105, Japan",099-266-5085,N/A,N/A,N/A,N/A
宮野刃物商会,"6-chōme-36-14 Taniyamachūō, Kagoshima, 891-0141, Japan",099-269-2695,N/A,N/A,4.5,2
牧善商会,"4-29 Tōkaichō, Kagoshima, 891-0115, Japan",099-269-3310,N/A,N/A,4,2
池畑金物店,"2821-3 Fukiagechō Nakahara, Hioki, Kagoshima 899-3301, Japan",099-296-5623,N/A,https://r.goope.jp/sr-46-463671s0010/,4,2
（有）昇工業,"455 Okanoharachō, Kagoshima, 891-1201, Japan",099-244-4202,N/A,N/A,N/A,N/A
伊敷金物建材,"3-chōme-4-4 Nishiishiki, Kagoshima, 890-0002, Japan",099-220-0166,N/A,N/A,5,1
マツヒロ金物店,"444-3 Ijūinchō Tokushige, Hioki, Kagoshima 899-2502, Japan",099-273-2321,N/A,N/A,N/A,N/A
吉田金物店,"4-4 Nakamachi, Kagoshima, 892-0827, Japan",099-226-5787,N/A,N/A,N/A,N/A
中村金物店,"15-1 Sakurajimatakechō, Kagoshima, 891-1416, Japan",099-293-2507,N/A,N/A,3.5,2
マルエイ金物店,"Japan, 〒891-0113 Kagoshima, Higashitaniyama, 5-chōme−28−２９ リバーサイドＭＫ",099-269-6977,N/A,N/A,N/A,N/A
（有）永仮金物,"2-chōme-34-14 Komatsubara, Kagoshima, 891-0114, Japan",099-268-2050,N/A,N/A,5,1
マワタリ金物店,"5-chōme-9-21 Ishiki, Kagoshima, 890-0008, Japan",099-229-2139,N/A,N/A,5,1
堀之内金物店,"106 Higashiichikichō Nagasato, Hioki, Kagoshima 899-2202, Japan",099-274-2761,N/A,N/A,4,2
横山金物店,"1-1 Miyajimamachi, Aira, Kagoshima 899-5432, Japan",N/A,N/A,N/A,N/A,N/A
今村金物店,"2810-1 Fukiagechō Nakahara, Hioki, Kagoshima 899-3301, Japan",099-296-2206,N/A,N/A,N/A,N/A
Kohnan Pro Hiroshima Kannon,"20-20 Minamikanonmachi, Nishi Ward, Hiroshima, 733-0034, Japan",082-532-5701,N/A,https://map.hc-kohnan.com/shop/475?utm_source=google&utm_medium=maps&utm_campaign=gmb,4,606
コーナンPRO呉広支所前店,"1-chōme-2-34 Hirokoshingai, Kure, Hiroshima 737-0112, Japan",0823-74-5701,N/A,https://map.hc-kohnan.com/shop/619,3.8,97
アクトツール広島祇園店,"2-chōme-29-24 Nishihara, Asaminami Ward, Hiroshima, 731-0113, Japan",082-846-5310,N/A,https://act-kougu.com/act_store/hiroshima-gion/,4.5,2
食器専門店やまね 食器 包丁 厨房道具など（tableware kitchen Japanese Knives store Yamane ）,"6-7 Nagarekawachō, Naka Ward, Hiroshima, 730-0028, Japan",082-241-5588,N/A,https://store.shopping.yahoo.co.jp/sarayamane/,4.4,10
大石刃物店,"1-chōme-6-24 Sakaimachi, Naka Ward, Hiroshima, 730-0853, Japan",082-231-0116,N/A,http://ooishihamonoten.web.fc2.com/,4.3,13
刃物の大喜,"1-chōme-17-17 Kanonhonmachi, Nishi Ward, Hiroshima, 733-0033, Japan",082-293-6531,N/A,http://www.daiki.shop-site.jp/,4.1,38
（株）中村屋,"7-5 Horikawachō, Naka Ward, Hiroshima, 730-0033, Japan",082-248-4353,N/A,https://www.instagram.com/nakamuraya_hardware,4.7,16
（株）秋本勇吉商店,"2-chōme-11-11 Higashisendamachi, Naka Ward, Hiroshima, 730-0053, Japan",082-241-1278,N/A,http://www.a-yukichi.com/,4.4,10
Fujiura,"10-12 Enomachi, Naka Ward, Hiroshima, 730-0851, Japan",082-231-6604,N/A,N/A,4.2,12
Kikusuga,"Japan, 〒730-0035 Hiroshima, Naka Ward, Hondōri, 2−５ 菊菅ビル",082-247-2374,N/A,http://www.kikusuga.jp/,4.4,15
㈱藤原金物,"Japan, 〒737-0045 Hiroshima, Kure, Hondōri, 5-chōme−8−１６ 藤原本通ビル",0823-21-3225,N/A,N/A,3.5,10
（株）宮本金物本店,"1-chōme-17-13 Fukushimachō, Nishi Ward, Hiroshima, 733-0024, Japan",082-232-1481,N/A,https://miyamoto-kanamono.com/,3,2
かめや産業（株）,"4-chōme-15-1 Inokuchi, Nishi Ward, Hiroshima, 733-0842, Japan",082-277-1080,N/A,https://www.kameya-sangyo.co.jp/,3.3,3
（株）藤井金物店,"3-chōme-18-21 Nakahiromachi, Nishi Ward, Hiroshima, 733-0012, Japan",082-298-5581,N/A,N/A,4.3,6
（有）いわべ産業,"Japan, 〒731-0103 Hiroshima, Asaminami Ward, Midorii, 3-chōme−12−２７ 龍原ビル",082-879-0155,N/A,N/A,3,1
福井刃物店,"1-19 Shintenchi, Naka Ward, Hiroshima, 730-0034, Japan",082-241-5611,N/A,N/A,4.8,6
宮本刃物店,"2-chōme-3-2 Hatsukaichi, Hiroshima 738-0013, Japan",0829-31-0257,N/A,N/A,5,2
中刃物店 刃物研ぎ 目立,"2-chōme-8-1 Minamimachi, Minami Ward, Hiroshima, 734-0007, Japan",082-254-4833,N/A,N/A,4.8,4
（株）丸鋲 広島支店,"Mita-4029-1 Shirakichō, Asakita Ward, Hiroshima, 739-1521, Japan",082-810-6255,N/A,http://www.marubyo.co.jp/,5,1
Masahara,"4-chōme-1-26 Sakahigashi, Saka, Aki District, Hiroshima 731-4313, Japan",082-885-0048,N/A,N/A,5,2
Pro Shop Hodaka,"19-chōme-2-1 Kita 16 Jōhigashi, Higashi Ward, Sapporo, Hokkaido 065-0016, Japan",011-780-7722,N/A,https://www.dcm-hc.co.jp/shop/detail/03_4572.html?utm_source=google&utm_medium=maps,4,983
ホダカ 北野通店,"2-chōme-13-70 Kitano 3 Jō, Kiyota Ward, Sapporo, Hokkaido 004-0863, Japan",011-887-5166,N/A,https://www.dcm-hc.co.jp/shop/detail/03_4583.html?utm_source=google&utm_medium=maps,3.7,97
ホダカ 手稲前田店,"11-chōme-7-6 Maeda 5 Jō, Teine Ward, Sapporo, Hokkaido 006-0815, Japan",011-699-1351,N/A,https://www.dcm-hc.co.jp/shop/detail/03_4576.html?utm_source=google&utm_medium=maps,3.9,412
Miyabunhamono Tanukikojiten,"Japan, 〒060-0062 Hokkaido, Sapporo, Chuo Ward, Minami 2 Jōnishi, 2-chōme−７−７",011-231-1940,N/A,https://miyabun.shop/en/pages/product,4.2,70
Hodaka,"２６番地 Nopporomatsunamichō, Ebetsu, Hokkaido 069-0814, Japan",011-391-0511,N/A,https://www.dcm-hc.co.jp/shop/detail/03_4580.html?utm_source=google&utm_medium=maps,3.5,449
丸井産業（株）札幌営業所,"3-chōme-7-63 Higashinaebo 5 Jō, Higashi Ward, Sapporo, Hokkaido 007-0805, Japan",011-786-0101,N/A,https://www.marui-sangyo.jp/,2.9,7
Naniwa,"Japan, 〒003-0030 Hokkaido, Sapporo, Shiroishi Ward, Ryūtsū Center, 1-chōme−8−１ ナニワ",011-864-6111,N/A,http://www.e-naniwa.co.jp/,3.7,24
㈱ソーホー 西岡店,"Japan, 〒062-0033 Hokkaido, Sapporo, Toyohira Ward, Nishioka 3 Jō, 11-chōme−5−１０ ＳＯＨＯ ＴＨＥ ＷＡＲＥＨＯＵＳＥ",011-583-7874,N/A,http://sohoinc.net/company/,3.6,22
